id,src_lang,tgt_lang,source_text,target_text,domain
luhya_multi_11_multi_eng,eng_Latn,rag_Latn,Oh! That grandmother suffered and felt pain and more suffering,". O! Leka gave! Leka! Mukeere uyo yilduuda, niyigibula viguma, naakuba kivi naasaalira ligali.",Conversational
luhya_multi_386_multi_eng,eng_Latn,rag_Latn,The Lord has purposed to destroy the wall of the daughter of Zion.,8 Yahova u saaviye kwononnya lidigi lyomukana wa Zioni.,Conversational
luhya_multi_59_multi_eng,eng_Latn,rag_Latn,'Now today I have decided to take revenge for what you did to my children.',“Khalano nyaingaino ndakhaamua khulipsya ngekulo wakholere banabanga.”,Conversational
luhya_multi_75_multi_eng,eng_Latn,rag_Latn,You will plant many seeds and during the day you will harvest only a few that come out of yours because locusts will eat then you will be completely lost.,"""Mulamiicha bumiicho bukali ne kumuusi mulakesa busa bikeekhe bibiaamo bienywe sikila chisike chilalia mala mulatiimatiima busa.",Conversational
luhya_multi_135_multi_eng,eng_Latn,rag_Latn,She went to Nairobi to Simiyu.,"“Yatsia e Nairobi, ewa Simiyu.",Conversational
luhya_multi_45_multi_eng,eng_Latn,rag_Latn,Two people were fighting while the wife of one was watching them fight.,“Babaandu babili baaba ne bapaana mala omukhasi owa mulala aloleleele ne balikho bapana.,Conversational
luhya_multi_373_multi_eng,eng_Latn,rag_Latn,"Her nobles were purer than snow, they were whiter than milk.","7 Avanene veve va li avesiyeku kuvita likonza, Va li avalavu kuvita maveere.",Conversational
luhya_multi_278_multi_eng,eng_Latn,rag_Latn,He has cut off in fierce anger every horn of Israel.,3 Lwiga lwosi kwa Israeli u lu kalagi mu butima bwibwe bululu.,Conversational
luhya_multi_232_multi_eng,eng_Latn,rag_Latn,A man in his widowhood used to live in a sleeping room. A woman used to live in a cattle shed.,2. Mundu musatsa yakunzakalilanga ivuliri. Mundu mukali ya kunzakalilanga mu kego.,Conversational
luhya_multi_380_multi_eng,eng_Latn,rag_Latn,You read the story of the cross,75 WA SOMA LUGANO LWO MUSALA,Conversational
luhya_multi_80_multi_eng,eng_Latn,rag_Latn,"You were obeying God, anyone who perverts the justice of the orphan and widow be cursed","""Mwaaba ne muria Wele ""Omundu yesi yesi otiimia bung'ali Wobwo omukwa omufuubi ne namulekhwa alaamwe.",Conversational
luhya_multi_17_multi_eng,eng_Latn,rag_Latn,"All these get sick when rain wants to fall, but there is a bird called ITSIMILI which when it arrives at 3 o'clock in the morning comes singing, so water returns and dew returns abundantly.",". Vyosi ndio vilwala ku imbula ikuba anaho kandi amanyonyi gavalanga ITSIMILI niduka mutsisaa tsivaga tsio mugamba, gavungananga halala mukekonya nigimba, imbula niyavita, imbula imanya ikuba.Kandi imigera jitange kusinuka amatsi, iliime liva ilinyingi kuvulimu",Conversational
luhya_multi_392_multi_eng,eng_Latn,rag_Latn,And he said truly I will go with you,"9 Naye ya vola, Ligali inze nda tsia huuma nengubo",Conversational
luhya_multi_241_multi_eng,eng_Latn,rag_Latn,Showing others your nakedness.,20. Kutulamila wundi.,Conversational
luhya_multi_1_multi_eng,eng_Latn,rag_Latn,We have many parents who sit speaking Kimarachi which makes people complain.,:huri nende bebusi bangi ebehalanga husunga lumarachi likiranga bandu bathia hulalamika.,Conversational
luhya_multi_397_multi_eng,eng_Latn,rag_Latn,What kind of people are these?,9. Aviguliri nivandu valuganoki?,Conversational
luhya_multi_117_multi_eng,eng_Latn,rag_Latn,Any person who sleeps with his mother-in-law let him be cursed.,"""Omundu yesi yesi okona ne masalaawe alaamwe.",Conversational
luhya_multi_237_multi_eng,eng_Latn,rag_Latn,"Look, O Lord, and consider! To whom have you done this?","20 Lola, o, Yahova, Henza, Ni bwaha wa u koleye ndiyo!",Conversational
luhya_multi_264_multi_eng,eng_Latn,rag_Latn,The Almighty God will make every time you will be above other tribes.,"25""Wele Omunyali Owa Bioosi alakhola buli lwosi mulaba angaaki we chikholo chichiindi.",Conversational
luhya_multi_107_multi_eng,eng_Latn,rag_Latn,MY CHICKEN,ENGOKO YANGE.,Conversational
luhya_multi_396_multi_eng,eng_Latn,rag_Latn,Better are those who were killed by the sword than those killed by famine.,9 Yavo aviitangwa nekivavi vaveye bulahi kuvita avenzala yitanga.,Conversational
luhya_multi_378_multi_eng,eng_Latn,rag_Latn,Having sexual relations with a clan member.,7. Kogona nu mwiiko.,Conversational
luhya_multi_301_multi_eng,eng_Latn,rag_Latn,Cutting and drawing blood from a person.,37. Kotema no kutazitsa wundi logoma.,Conversational
luhya_multi_60_multi_eng,eng_Latn,rag_Latn,Remember how the Amalekites made them work like slaves.,"""Khebulila niko Baameleki bamukhosia kimilimo nga banasioobi.",Conversational
luhya_multi_315_multi_eng,eng_Latn,rag_Latn,4. A man staying in the kitchen.,4. Musatsa kugunza ivwasi.,Conversational
luhya_multi_119_multi_eng,eng_Latn,rag_Latn,Anyone who sleeps with his father's wife be cursed,"""Omundu yesi yesi okona nende mkha rarawe alaamwe.",Conversational
luhya_multi_116_multi_eng,eng_Latn,rag_Latn,Anyone who sleeps with an animal should be cursed.,"""Omundu yesi yesi okona ne esaang'i alaamwe.""",Conversational
luhya_multi_265_multi_eng,eng_Latn,rag_Latn,He is waiting for us in heaven,A khulindira mwigulu.,Conversational
luhya_multi_161_multi_eng,eng_Latn,rag_Latn,They ravage women in Zion.,11 Vononnya vakali netsingulu muzioni.,Conversational
luhya_multi_144_multi_eng,eng_Latn,rag_Latn,1. Cutting bananas using an axe.,1. Kotema ligomia nimbatsi..,Conversational
luhya_multi_310_multi_eng,eng_Latn,rag_Latn,"The roads leading to Zion mourn because there is no one coming to its appointed feasts; All its gates have become desolate, its priests groan with bitterness","4 Tsinzira tsya zioni tsi syomanga kigira si ha veye nomundu udza mu lisavo lyelidiku linene; Viribwa vivye vyosi vi gwiye hatswa , avasalisi veve VA menyanga.",Conversational
luhya_multi_58_multi_eng,eng_Latn,rag_Latn,remember the lesson that what you are doing does not benefit,“itsulila oluechelo mbu omwikholelela shikufubanga tawe”,Conversational
luhya_multi_79_multi_eng,eng_Latn,rag_Latn,You will do evil and he will make you become a holy tribe as God gave you hope.,"""Mwaaba ne mukhola kamabi ne akhole enywe mube ekholo endakatifu nga wele ne aamusuubisia enywe.",Conversational
luhya_multi_28_multi_eng,eng_Latn,rag_Latn,"Today, just go like that. Don't turn even a little.",'Endaalo yino mucha se khulaukhakho tawe.,Conversational
luhya_multi_85_multi_eng,eng_Latn,rag_Latn,"""Ndemeye, Ndemeye""","“Ndemeye a ndemeye”,",Conversational
luhya_multi_383_multi_eng,eng_Latn,rag_Latn,May He heal us,A kha khu honia nesisa sie.,Conversational
luhya_multi_151_multi_eng,eng_Latn,rag_Latn,"The enemy has laid hands on all her treasures,",10 Mudamdidzi u nyiye mukono gigwe ku vindu vivye vyosi vyokuyanzidza.,Conversational
luhya_multi_183_multi_eng,eng_Latn,rag_Latn,The yoke of my transgressions is bound by his hand.,"14. Inira ya mahyolo gange, mukono gwigwe gu gi bohi.",Conversational
luhya_multi_25_multi_eng,eng_Latn,rag_Latn,"At that time I commanded you all that we give to your ancestors Abraham, Isaac and Jacob, you ought to do.","' Siise esio ese namulaka koosi niko khua bakuuka benywe Aburahamu, Isaaka ne Yakobo mukhoyela khukhola.",Conversational
luhya_multi_175_multi_eng,eng_Latn,rag_Latn,"He sent fire from above into my bones, and it overpowered me.","13 Ya vika muliru mu vigumba vyange ku twula migulu, nagwo vi guuta.",Conversational
luhya_multi_49_multi_eng,eng_Latn,rag_Latn,"""Israelites, obey all the laws that were given to you by the Almighty God.","""Baisiraeli, ria kamalaka koosi niko Wele Omunyali amwekisia mwesi.""",Conversational
luhya_multi_297_multi_eng,eng_Latn,rag_Latn,A wife taking water to a pot or cooking ugali using the stones of the mother-in-law if she has not yet given birth to a male child.,35. Mukali kuhila amazi muchasiongo naho kuluga uvuchima ku mahiga ga navizala weve nakikiri kwivula ho mwana muyai.,Conversational
luhya_multi_340_multi_eng,eng_Latn,rag_Latn,The mountains melted before them which belonged to God,"5 Vigulu vya degera imbiri wal avekitinya kyavo ki veye mu Yahova,",Conversational
luhya_multi_73_multi_eng,eng_Latn,rag_Latn,"Do not hate the Edomites, who are women or men who make your communities.","“Mukhabiila Baedomu tawe, bali bakhasi namwe owe siseecha okhola balebe benywe.",Conversational
luhya_multi_344_multi_eng,eng_Latn,rag_Latn,5. Beating a grandson or great-grandchild.,5. Kukuya mwisukulu naho navizala.,Conversational
luhya_multi_42_multi_eng,eng_Latn,rag_Latn,They have no commitment Aniiogoke,"""Avaveeye Evologovo Aniigoke",Conversational
luhya_multi_295_multi_eng,eng_Latn,rag_Latn,Going to a place of celebration after coming from a funeral.,34. Kutsia hanyangi eveeye nutula halukuzu.,Conversational
luhya_multi_321_multi_eng,eng_Latn,rag_Latn,We have sinned and rebelled and you have not forgiven.,"42 Ku site lwako nokwebaala, ive si u sameha mba.",Conversational
luhya_multi_33_multi_eng,eng_Latn,rag_Latn,No person among the people of this unrighteous generation will see us being good.,'Se aliio omundu khu baandu be selukho emayaanu yino okhabone akhuelesia efwe kali kamalayi.,Conversational
luhya_multi_155_multi_eng,eng_Latn,rag_Latn,What do you learn from this story?,10. Lugano yiru lukwigitsangaki?,Conversational
luhya_multi_127_multi_eng,eng_Latn,rag_Latn,He has pierced my heart with arrows from his quiver.,13 U ndasi nemibano gye imodia yeye mu kikenge kyange.,Conversational
luhya_multi_184_multi_eng,eng_Latn,rag_Latn,14. Looking at mother-in-law or father-in-law in the throat.,14. Kohenza navizala kumulugu.,Conversational
luhya_multi_171_multi_eng,eng_Latn,rag_Latn,12. A wife sitting on her husband's chair.,12. Mukali kwik ala kondeve yo musatsa.,Conversational
luhya_multi_81_multi_eng,eng_Latn,rag_Latn,"You answered me saying, we have done as it will be good, he himself will fight for him.","""Mwangobosia muli, 'Khwakholile ngrira mala kalaba bulayi bwene omwene alamupanila.",Conversational
luhya_multi_104_multi_eng,eng_Latn,rag_Latn,Do not muzzle the ox's mouth when you are using it to eat food.,"""Okhaboa eeyi emunwa ne olikho okirumikhira khuulia biakhulia tawe.",Conversational
luhya_multi_34_multi_eng,eng_Latn,rag_Latn,"They were given pasture, fodder and forest things.",""" balaelesibwa kamayilo, chinyanyilo nende bie munda.",Conversational
luhya_multi_275_multi_eng,eng_Latn,rag_Latn,"Even jackals offer their breasts, and nurse their young.","3 Kali vibwe vi twulidza tsimbeere, nokunyuunya avana vavyo.",Conversational
luhya_multi_354_multi_eng,eng_Latn,rag_Latn,"O Lord, you took up my cause, you redeemed my life.","58 O Yahova, u Veri amakuva go mwoyo gwang, u tungiye livamwoyo lyange.",Conversational
luhya_multi_199_multi_eng,eng_Latn,rag_Latn,"But they called Barak son of Abinoam to fulfill so he could pursue his own chariots from Kedesh-naphtali, and he told me about his battles reaching Harosheth of God, the Lord of Israel, not tribes but all of Sisera's battles which he gave permission and said go to the remaining hill of Tabor and take along with one man to have ten thousand children.","16 Navutswa Ba langa Baraka mwana wa Abinoam ku-raka ya Londerera magari zana, twula Kedesh-nafitali, na a mbolera, nelihe, lilye, kuduka Haroshethu lya Yahova, Nyasaye wa Israeli,si ya Tsihiri; nelihe lyosi lya Sisera lyaya haana munwa,na a vola, Utsie ku yuwa nobwogi bwekivali: Si ha tigala kigulu kya Taboru,na u hile halala nomundu kali mulala.nive avandu tsielfu likumi tsyavana",Conversational
luhya_multi_76_multi_eng,eng_Latn,rag_Latn,"""My friend is lost""","“Mulina wange ogoti”,",Conversational
luhya_multi_353_multi_eng,eng_Latn,rag_Latn,"You came near when I called, and you said, ""Do not fear.","57 Wesunda ku inze ku lidiku Lya nda kwanira, na wa mbolera, u ta Tia mba.",Conversational
luhya_multi_143_multi_eng,eng_Latn,rag_Latn,Side issues,1 tsya haluvega.,Conversational
luhya_multi_7_multi_eng,eng_Latn,rag_Latn,"To know who won, they let the knocked down one back in so he can also knock him down and then they separate.",. Kumanyia uguteywi vingirizana kandi atuulwe naho naye atuule ma vavukana.,Conversational
luhya_multi_48_multi_eng,eng_Latn,rag_Latn,Two Israelites can be left by a person who doesn't want his brother's lineage to continue.,"""Baisiraeli babili banyala baabalekha khu mundu okhenya lisaaye lia wandaaye lichililile tawe.",Conversational
luhya_multi_389_multi_eng,eng_Latn,rag_Latn,Why did these people die?,8. Kigiraki aviguliri vaakutsa?,Conversational
luhya_multi_252_multi_eng,eng_Latn,rag_Latn,Unless you have rejected us completely; You are very angry with us.,22 Navutswa u kusuye ligali u veye nobutima bunene ku kwinye.,Conversational
luhya_multi_228_multi_eng,eng_Latn,rag_Latn,He has led me and brought me into darkness but not into light.,"2 Ya nzimirira nokungendidza mukisundi, si mwa li mu bulavu.",Conversational
luhya_multi_370_multi_eng,eng_Latn,rag_Latn,"You will pursue them with anger, and destroy them so they are no more under the Lord's heavens.","66 U la VA londerera nobutima, nokuvadividza va twule VA vuli kuva isi weligulu Lya Yahova.",Conversational
luhya_multi_178_multi_eng,eng_Latn,rag_Latn,The visions of your prophets were false and worthless.,"14 Avaprofeti vovo VA KU koleye amalola, amalola ga vutswa na govusiru.",Conversational
luhya_multi_288_multi_eng,eng_Latn,rag_Latn,Sleeping in your parents' bed when you are an adult.,31. Kogona muvogono vwa vivuli vovo noveeye mundu uduuki.,Conversational
luhya_multi_4_multi_eng,eng_Latn,rag_Latn,Indede let them see the children help with what you have obtained x2,. Indede balole abana baeresiekho siria sia onyorere x2,Conversational
luhya_multi_20_multi_eng,eng_Latn,rag_Latn,My river never runs out of water - Death is there,".Kidaho change kigetsa amatsi dave - Kukutsaa, kulitsaa",Conversational
luhya_multi_379_multi_eng,eng_Latn,rag_Latn,Where were they buried?,7. Yaata kaliki aviguliri?,Conversational
luhya_multi_251_multi_eng,eng_Latn,rag_Latn,"And behold, when the son of Abinoam had finished climbing the mountain. Baraka followed Sisera, Jael went to Mount Tabor","22 Na, henza lwa mwana wa Abinoam u mali kwanegera Baraka ya londa Sisera, Jaeli ya tsia mkigulu",Conversational
luhya_multi_180_multi_eng,eng_Latn,rag_Latn,And Deborah told him,14 Na Debora ya volera,Conversational
luhya_multi_66_multi_eng,eng_Latn,rag_Latn,"""The one who stole money today will see""","""Lero waavugula tsisiringi alalola.""",Conversational
luhya_multi_249_multi_eng,eng_Latn,rag_Latn,"Because of the Lord's great love we are not consumed, for his compassions never fail.","22 Ga veye KU tsimbavasi tsya Yahova tsi kiranga Ni KU vula kuheridzwa, kigira tsimbavasi tsitsye si tsi gehanga mba.",Conversational
luhya_multi_355_multi_eng,eng_Latn,rag_Latn,"You have seen, O Lord, the wrong done to me. Judge my case!","59 O Yahova, u Loli likolerwa lidamano lyange, kalaga likuva lyange.",Conversational
luhya_multi_111_multi_eng,eng_Latn,rag_Latn,"A person can become an enemy to the almighty God, my God, then hide waiting to attack where he gives you, even though his companion who killed him then fled from you, clear the road then to one of those cities.","""Omundu anyala aaba omusiku khu Wele Omunyali Owa Bioosi, Wele wasie, mala ekise alindiilile ebwaakala alikho amuelesia enywe khuuba owasie oyo amwire, mala elukhile ewenywe, 'Lima kimiyila mala mu lulala khu ngoba echo.",Conversational
luhya_multi_93_multi_eng,eng_Latn,rag_Latn,"And if you lend money, or food or anything else while guarding the camp of your fellow Israelite, even if he charges interest.","""Ne wikopia chirupia, namwe siakhulia namwe sisindu sisiindi siosi siosi khu Khuliinda ekambi eye Muisiraeli wasio, okharaakho bukhala.",Conversational
luhya_multi_234_multi_eng,eng_Latn,rag_Latn,They develop pronunciation when students are speaking,2.Kuvilukitsa lulimi ne limoloma lia vaana,Conversational
luhya_multi_337_multi_eng,eng_Latn,rag_Latn,For the iniquity of the daughter of my people is greater than the sin of Sodom.,6 Ubudamano bwomukana wa avandu vange bu veye bunene kuvita ubwoni bwa sodoma.,Conversational
luhya_multi_121_multi_eng,eng_Latn,rag_Latn,The mediator will not receive a wide basket and a small one.,“Omusaayi alakaanila sikono sibalaayi ne sitiiti tawe.,Conversational
luhya_multi_221_multi_eng,eng_Latn,rag_Latn,Taking fire from neighbors if you are bereaved.,19. Kutsia kwanzala muliru mu vatende niva ukuziywi.,Conversational
luhya_multi_213_multi_eng,eng_Latn,rag_Latn,They hunt our steps so that we cannot go in our streets.,18 Va himanga tsinduvatiru tsyetu sikunyala kugenda ku tsinzira tsyetu.,Conversational
luhya_multi_381_multi_eng,eng_Latn,rag_Latn,Slaves rule over us.,8 Avatumekiri vamehanga ku kwinye.,Conversational
luhya_multi_374_multi_eng,eng_Latn,rag_Latn,"And I bring you closer, I will show you Jael wife of Heber the Kenite; of Kishon, Sisera, the great one of war because there was no peace between Jabin together with his chariots except Jabin the chief of Hazor, and many houses of his people; I gave to Heber the Kenite.","7 Na inze nda ku sundira, ha mugera Jaeli mukali wa Heberi Mukeni;gwa Kishon, Sisera,munene welihe kigira ha li nemirembe hagati ha lya Jabin, halala na magari gege nobu-Jabin mwami wa Hazoru,nenyumba nyingi bwavandu veve;nan da mu ya Heberi Mukeni.",Conversational
luhya_multi_283_multi_eng,eng_Latn,rag_Latn,3. Going to a place where people are pounding millet without having business with them.,3. Kutsia ahavandu vahuulanga ovolo nivatangi lihuula nutavee.,Conversational
luhya_multi_326_multi_eng,eng_Latn,rag_Latn,A woman milking a cow,44. Mukali kokela eng'ombe.,Conversational
luhya_multi_78_multi_eng,eng_Latn,rag_Latn,"You can steal to say, of fulfilling provocation when present we know how your message is.","""Munyala mweba asia muli, lwe khurumikhira kamayia akhabao Khumanya khuriena burume bwowo.",Conversational
luhya_multi_248_multi_eng,eng_Latn,rag_Latn,A wife who is still a guest going to the kitchen at her in-laws.,21. Mukali ukikiri mwiha kutsia ivwasi wa navizala.,Conversational
luhya_multi_113_multi_eng,eng_Latn,rag_Latn,"A person who has a wife whom he has recently married, then you are found to be going to war or doing work, you are evil.","""Omundu ne ali no mukhasi omwea, mala ewe onyoolekhe khuuba khocha mwiie, namwe akhole kimilimo oli omumayaanu.",Conversational
luhya_multi_18_multi_eng,eng_Latn,rag_Latn,The elders studied at eight o'clock while the children studied during the day.,. Yavandu vakulundu isaa ya mugolova inyima wa saa nane. Na vana mugamba isaa ya mbasu.,Conversational
luhya_multi_69_multi_eng,eng_Latn,rag_Latn,There is no one who loves himself or helps himself.,“Mbao omundu oweyasiima namwe khukhwiyeeta.,Conversational
luhya_multi_156_multi_eng,eng_Latn,rag_Latn,All her people groaned as they searched for food.,11 Avandu veve vosi lwa venyanga kwenya vyokulia.,Conversational
luhya_multi_9_multi_eng,eng_Latn,rag_Latn,VILLAGE: TINGOLO,. LUKONGO: TINGOLO,Conversational
luhya_multi_21_multi_eng,eng_Latn,rag_Latn,We met with grandfather with a black coat - Lice,.Kwagani na guga ne likoti limwamu - Lugiita,Conversational
luhya_multi_140_multi_eng,eng_Latn,rag_Latn,(I know that you have cattle.,(manyile ndi muli ne chikhaafu),Conversational
luhya_multi_356_multi_eng,eng_Latn,rag_Latn,He has violently taken away his dwelling place as if it were a garden; He has destroyed his place of assembly.,"6 U twulizi netsingulu hokumenya hehe, kuli ha zana ha li milimi vutswa wononnyi hokuvugana hehe.",Conversational
luhya_multi_350_multi_eng,eng_Latn,rag_Latn,"water covered over my head, and I thought I was about to be cut off.","54 Amadzi ga viti igulu womutwe gwange, Nda vola, mmali kuheridzwa.",Conversational
luhya_multi_134_multi_eng,eng_Latn,rag_Latn,God the Almighty heard us return and bring us then we complain wanting the fruits they will get there.,"""Wele Omunyali Owa Bioosi aulila Khukobola bakhureerera efwe mala khukhwelung'unya khwenywe mala khu matuunda niko banyoolayo.",Conversational
luhya_multi_185_multi_eng,eng_Latn,rag_Latn,And the chiefs of Issachar were together with the leaders to take the people,"15 Avanene va iskari va li halala na tsinene tsya li bugura avandu,",Conversational
luhya_multi_294_multi_eng,eng_Latn,rag_Latn,To crush underfoot all prisoners of the earth.,34 Ku va duvagira isi wevirenge vyavo ava bofwa vosi vomu lirova.,Conversational
luhya_multi_387_multi_eng,eng_Latn,rag_Latn,"Even when I call out or cry for help, he shuts out my prayer.","8 Yee, Ni nkupa lwanga nokwenya mukonyi, a haniranga kyova lisaala lyange.",Conversational
luhya_multi_299_multi_eng,eng_Latn,rag_Latn,Sitting on a grave and eating there and drying food.,36. Kwikala ku kilindwa nu kulilaku nu kuvagala ku viukulia.,Conversational
luhya_multi_63_multi_eng,eng_Latn,rag_Latn,Death announcement.,"""Kumulaasi kwe luufu""",Conversational
luhya_multi_82_multi_eng,eng_Latn,rag_Latn,The 'MOON' so she can go and conceive.,“MWELI” ku atsie kuhelitsa.,Conversational
luhya_multi_287_multi_eng,eng_Latn,rag_Latn,For people are not cast away by the Lord forever.,31 Kigira Yahova si a la ta mihiga nemihiga.,Conversational
luhya_multi_307_multi_eng,eng_Latn,rag_Latn,"At that time Deborah, a prophet, where was she?","4 24 4 Inyinga yeyo Debora,muprofeti, wowo?",Conversational
luhya_multi_280_multi_eng,eng_Latn,rag_Latn,"Judah has been exiled because of oppression, and because of great bondage","3 Yuda u tsiye mu lyadikidzwa kigira lidambidzwa , Kandi kigira ubutugwa bunene;",Conversational
luhya_multi_160_multi_eng,eng_Latn,rag_Latn,"He has turned aside my ways and torn me to pieces, and made me desolate.","11 U girunkanyi Tsinzira tsyange nokuntandulanya, na u nkoli kuva hatswa.",Conversational
luhya_multi_112_multi_eng,eng_Latn,rag_Latn,A person can marry your wife and make Miriam as you were.,"""Omundu anyala aakhwa omukhasi wenywe akhola Miriamu nga ne mwaba.",Conversational
luhya_multi_19_multi_eng,eng_Latn,rag_Latn,"Our Indede is happy, then the guests are happy x2",.Indede wefwe sangala kho abakeni basangale x2,Conversational
luhya_multi_256_multi_eng,eng_Latn,rag_Latn,"So God defeated Baraka, arise because today Jabin the Lord of Canaan before God put Sisera in the hand of the children of Israel so that day God did not go ahead","23 kunangwa Nyasaye ya guuta Baraka, Vuka ;kigira ku lidiku yili Jabin mwami wa Kanani imbiri wa Yahova u viki Sisera mmukono avana va Israeli ku lidiku yilyo, gugwo;Yahova si ya tsia imbiri |24 Na mukono gwavana va Israeli",Conversational
luhya_multi_27_multi_eng,eng_Latn,rag_Latn,The town elders used to call that person and then speak with him.,'Babemeelesi be lukoba balalaanga omundu oyo mala balomalome naye.,Conversational
luhya_multi_364_multi_eng,eng_Latn,rag_Latn,"You have seen the depth of their vengeance, and all their evil plots against me.","60 Ive u Loli kisalya kyavo kyosi, na lisaavira lyavo lyosi Lya vasaviira ku inze.",Conversational
luhya_multi_352_multi_eng,eng_Latn,rag_Latn,"You heard my prayer: ""Do not close your ears to my cry for help.","56 Was hulira mwoyo gwange, u ta Visa ugutu gugwo ku miyika gyange, KU lilira lyange.",Conversational
luhya_multi_395_multi_eng,eng_Latn,rag_Latn,Her gates have sunk into the ground; He has destroyed and broken her bars.,9 Viribwa vivye vya sikira hasi ya dividza nokuvunanya miluguyu gyavyo.,Conversational
luhya_multi_382_multi_eng,eng_Latn,rag_Latn,"Their appearance is blacker than soot, they are not recognized in the streets.","8 Ligondo lyavo li veye limwamu kuvita Amanda, si va manyekananga ku tsinzira.",Conversational
luhya_multi_361_multi_eng,eng_Latn,rag_Latn,6. Sitting on a chair reserved for grandfather.,6. Kwikala kondeve ya guga wovo.,Conversational
luhya_multi_313_multi_eng,eng_Latn,rag_Latn,"Lord, when you came out from your Seir, you child of Abinoam. When you walk coming from the field","4 Yahova, Iwa ive u twula mu Seiru ,lilyo , umwana wa Abinoam.Lwa u genda kutwula mu mulimi 13 Hene yahoo iya sulunguta litigala",Conversational
luhya_multi_148_multi_eng,eng_Latn,rag_Latn,The elders of the daughter of Zion sit on the ground and keep silence.,"10 Avakulundu vomukana wa zioni vikaye hasi, va kiringani makiriri.",Conversational
luhya_multi_327_multi_eng,eng_Latn,rag_Latn,You have made us scum and refuse among the nations.,45 U koli kuva kuli amandu na vindu vya tebwa hagati ha avandu.,Conversational
luhya_multi_179_multi_eng,eng_Latn,rag_Latn,from Ephraim they came down,14 kutwula mu Efiraimu va sulunguta,Conversational
luhya_multi_122_multi_eng,eng_Latn,rag_Latn,That second husband too.,"""Omuseecha owe khabili oyo yesi.",Conversational
luhya_multi_195_multi_eng,eng_Latn,rag_Latn,The crown has fallen from our heads.,16 Itaji yaguluki kutula ku mitwe gyetu.,Conversational
luhya_multi_205_multi_eng,eng_Latn,rag_Latn,"You have removed my soul far from peace, I have forgotten prosperity.","17 U Mali kuvika mwoyo gwange gu ve ihale nemirembe, nziviriye ligasidzwa.",Conversational
luhya_multi_348_multi_eng,eng_Latn,rag_Latn,Those who were my enemies without reason have hunted me like a bird.,"52 Va himanga inze kuli linyonyi li himangwa, Ava veye avasigu vange bukira kivuni.",Conversational
luhya_multi_240_multi_eng,eng_Latn,rag_Latn,"And he told him, let me go to Kedesh together with Barak","20 Naye ya mbolera, ive u tsia Kedesh halala na Baraka.",Conversational
luhya_multi_358_multi_eng,eng_Latn,rag_Latn,"In the days of Shamgar son from Zebulun, he captured them","6 Mu madiku ga Shamigari mwana Nokutwula Zebuloni, ava guni",Conversational
luhya_multi_39_multi_eng,eng_Latn,rag_Latn,Or his father be cursed,""" namwe raraawe tawe alaamwe.""",Conversational
luhya_multi_142_multi_eng,eng_Latn,rag_Latn,We pray to you Oh Bethlehem,"0, Mwana wa Bethelehemu ku saala ku lve;",Conversational
luhya_multi_293_multi_eng,eng_Latn,rag_Latn,A woman eating from milk where she was married and has not yet given birth to a child there.,33. Mwiha kuliira amaveere hayatsia nakikiri kwivula họ mwana.,Conversational
