id,src_lang,tgt_lang,source_text,target_text,domain
kentrans_3288,eng_Latn,rag_Latn,"Na a mu ha a nwe, ma ya mu huuma kunangwa Debora ya singira, na a kandi.",Na akampa akunywe ili Debora asimame na ingine.,general_prose
kentrans_99,eng_Latn,rag_Latn,"Haango mukiliibwa usimiki iliyilinzu mukilibwa halala na kinagozi anoho ilikuvu na titovo,yivi vilakukuungila tsimoni tsi ndaamanu.",Kando ya boma upande miti ambayo itakiinga maovu,general_prose
kentrans_1166,eng_Latn,rag_Latn,Ya Ii muderwa wewe;,Mwana wake wa pekee,general_prose
kentrans_1880,eng_Latn,rag_Latn,Mukumu yirana kukuba mu magina gege ma atovola ku kindu kilala naho viviriku vyatevangi kuli ayanzi ma avolera mwene mulwaye amagina gange gasingiye ku kindu yiki.,Mganga wa kienyeji alikuwa akirejelea kupiga mawe na kuuliza kwa kitu kimoja au viwili alivyoulizia hapo awali na kuuliza aliye na mgonjwa mawe yangu yamesimama kwa kitu hiki.,general_prose
luhya_multi_25_en,eng_Latn,rag_Latn,"At that time I commanded you all that we give to your ancestors Abraham, Isaac and Jacob, you ought to do.","' Siise esio ese namulaka koosi niko khua bakuuka benywe Aburahamu, Isaaka ne Yakobo mukhoyela khukhola.",Conversational
kentrans_167,eng_Latn,rag_Latn,"Kigira kwa lola ingerengani yeye ivugwe,kuzi kumsigamira","Kwa maana tuliiona nyota yake mashariki, nasi tumekuja kumsujudia",general_prose
kentrans_590,eng_Latn,rag_Latn,"Niva mundu yitanga musigu, yatanga kukunzakalitswa, siyi ngiranga munyumba mwavo mba.","Japo mtu alimuua aduli, ilibidi atakaswe kabla ya kuingia kwa nyumba na kujiunga na familia yake",general_prose
kentrans_731,eng_Latn,rag_Latn,Va ta guutwa veve;,Wasioshindwa wake;,general_prose
kentrans_1405,eng_Latn,rag_Latn,“Ubukumi Ku Nyasaye nemirembe Ku ayandu”,"Ametoka enzini, kuja ulimwenguni",general_prose
luhya_multi_50_sw,swh_Latn,rag_Latn,Ambia watoto wenu jinsimlivyo leo.,"""Boolela babaana benywe nga mwakhaba luno.",Conversational
luhya_multi_173_en,eng_Latn,rag_Latn,It is because of the sins of his prophets and the iniquities of his priests.,13 Ga veye kigira ubwoni bwa vaprofeti veve na budamano va vasalisi veve.,Conversational
kentrans_226,eng_Latn,rag_Latn,"Niyoneka mavakola imiima nokutahitsa umutugu nivakamala ma vayika umundu uyu ULUKAYA valanganga MUSWAKILI yatse kukunga MISAMBWA midamano ijagila umundu uyu ULUKAYA ne vivya kumakono, nomwigoti, noku-",Akiharibika walikuwa wakifanya matambiko na kumchinja mfugo na wakishamaliza walikuwa wakimuweka mtu huyu HIRIZI walikuwa wakiita ANAYETOA KAFARA Aje kufukuza MIUNGU miovu iliyosababisha mtu huyo kuhisi maumivu mikononi na shingoni.,general_prose
luhya_multi_246_en,eng_Latn,rag_Latn,"Rejoice and be glad, O daughter of Edom, who dwells in the land of Uz.","21 U yanze, u sangale, o Mukana was Edom umenya mu kivala Kya Uzu.",Conversational
luhya_multi_130_en,eng_Latn,rag_Latn,"He who was seeing cattle or sewing many ropes then tie the sheep of the Israelite, your companions, flowers at the four nearby corners.","""Waaba ne obona ekhaafu namwe “Ruka buusi bukali mala oboe likheese lio Muisiraeli wasio buyenje khu ndulo chine che sisibiimbi.",Conversational
kentrans_3255,eng_Latn,rag_Latn,Lumuli luveeye nuvulavu vukekeke.,Mwenge huwa na mwangaza kidogo,general_prose
kentrans_185,eng_Latn,rag_Latn,A- Vayanza – Vagavo,Avayanza mtoto wa Vagavo,general_prose
kentrans_320,eng_Latn,rag_Latn,Lidudu nilio kandi liamanya ulwe imbula nikubi.,Lidudu(ndege) ndiye anayejua wakati mvua itanyesha.,general_prose
kentrans_607,eng_Latn,rag_Latn,Si Ku nyala kubalidza,Hatuwezi kuhesabu,general_prose
kentrans_951,eng_Latn,rag_Latn,Bwenyanga inze nomwoyo gwange.,Yataka mimi na moyo wangu.,general_prose
kentrans_3447,eng_Latn,rag_Latn,17 Zioni a nyiranga makono hehe si ha veye Kali mlala u mu leminya mwoyo.,Sayuni huinyosha mikono yake na hakuna hata mmoja wa kumfariji.,general_prose
kentrans_3317,eng_Latn,rag_Latn,"Ivyanene navandu; Lirova iya degera, neligulu iya Yahova ya sulunguta kigira inze tonyatonya,ku vetsngulu",Ya wakuu na watu; nchi ilitetema mbingu ya Mungu iliteremka kwa sababu mimi nadondosha kwa wenye nguvu,general_prose
kentrans_265,eng_Latn,rag_Latn,Ulalola amang'ana ge tsing'ereng'ani.,Utaona mambo ya nyota.,general_prose
kentrans_3174,eng_Latn,rag_Latn,Yaavalola nivamukinira vukinu vulahi.,Aliwauliza wakamchezea michezo mjzuri.,general_prose
kentrans_298,eng_Latn,rag_Latn,Nanivwaha wononyia?,Ni nani aliyeharibu?,general_prose
kentrans_3565,eng_Latn,rag_Latn,"37 Ni bwaha u vulanga, ma li va, Ni I va Yahova si ya li laga mba?",Nani awezaye kusema nalo likatendeka kama Bwana hajaamuru?,general_prose
luhya_multi_85_en,eng_Latn,rag_Latn,"""Ndemeye, Ndemeye""","“Ndemeye a ndemeye”,",Conversational
kentrans_969,eng_Latn,rag_Latn,Nda suuvira ive,Nakuamini,general_prose
kentrans_1151,eng_Latn,rag_Latn,"Ndamenya nalwo kase kase,",Huimba wimbo huu siku baada ya siku,general_prose
kentrans_829,eng_Latn,rag_Latn,"Hulira lugano lwefwe, Iwa Va Iwa haari va diva","Sikiliza hadithi, walipokuwa wakiteseka",general_prose
luhya_multi_191_en,eng_Latn,rag_Latn,15. Seeing the nakedness of your father-in-law and mother-in-law.,15. Kolola chahonyo cha navizala wovo.,Conversational
kentrans_1952,eng_Latn,rag_Latn,Mu livola lyetu ling'ana mugoye ne kamba yasitwa kutula ku makambi kovoha vindu.,Kulingana nasi neon kamba hutoka kwa makambi ili kufungia vitu.,general_prose
kentrans_2388,eng_Latn,rag_Latn,Ulanyola ligasizwa,Upate Baraka zake,general_prose
kentrans_389,eng_Latn,rag_Latn,AVAKALI,Wanawake,general_prose
kentrans_3362,eng_Latn,rag_Latn,Kishon.,Kishon,general_prose
kentrans_2424,eng_Latn,rag_Latn,Kukwimirira mu vohonyi.,Atuongoze katika wokovu,general_prose
kentrans_1040,eng_Latn,rag_Latn,"Mbukanga lu na lekha woni,","Nafurahia nilivyowacha dhambi,",general_prose
kentrans_844,eng_Latn,rag_Latn,Ku genya kigira a yanza,Tunashangaa kwa sababu anafurahi,general_prose
kentrans_380,eng_Latn,rag_Latn,Kandi avandu valiava kutsa kale valangwa MISAMBWA.,"Vilevile, watu walioongoza sherehe za matamiko waliitwa Misambwa.",general_prose
kentrans_2372,eng_Latn,rag_Latn,Otovole liva mwoyo,Uchague kuishi,general_prose
kentrans_2129,eng_Latn,rag_Latn,"Hambi mwosi ku yahova Nyasaye,",Njooni nyote kwa Mungu Baba,general_prose
kentrans_842,eng_Latn,rag_Latn,Lwa ku singira imbiri,Tusimamapo mbele,general_prose
kentrans_2948,eng_Latn,rag_Latn,Linani yilio liamanya nilililomba indumba kutula ku kihanga chatigala.,Zimwi hilo liliunda ngoma kutoka kwa mifupa iliyokuwa imebaki.,general_prose
kentrans_839,eng_Latn,rag_Latn,"We haane khu Muyeti yuno, wiche omusigamire","Aliyejitolea kutufia, uje umuabudu",general_prose
kentrans_630,eng_Latn,rag_Latn,"Lwa ya saala, “O u va samehe,","Aliomba, “Oh wasamehe,",general_prose
kentrans_2193,eng_Latn,rag_Latn,"Karunu vamali kwirana inyima, vene,",Sasa wamerudi nyuma wao wenyewe,general_prose
kentrans_1492,eng_Latn,rag_Latn,Inyima wokuvega mkeere yateenya nomukaana.,"Baada ya kunyoa, ajuza pamoja na msichana waliokota kuni.",general_prose
luhya_multi_181_sw,swh_Latn,rag_Latn,"Nimekuwa dhihaka kwa watu wangu wote,wimbo wao mchana kutwa.","14 Ngwiye kihenyahenye KU Avandu vange vosi, lwimbu lwavo mbasu Bei.",Conversational
kentrans_1566,eng_Latn,rag_Latn,Daudi yaayanzwa naise namama weve.,Daudi alipendwa na wazazi wake,general_prose
kentrans_1995,eng_Latn,rag_Latn,Tsitsanga yahoo,Nakuja huko.,general_prose
kentrans_2209,eng_Latn,rag_Latn,Umwingirizi,Mpokee,general_prose
luhya_multi_400_en,eng_Latn,rag_Latn,Ninga child of Zatsa,A - Ninga? -Ninga Zatsa,Conversational
kentrans_3211,eng_Latn,rag_Latn,Linyinya nerinyonyi naho nenyama?,Popo ni ndege au ni mnyama?,general_prose
kentrans_1230,eng_Latn,rag_Latn,Na u la ku linda.,Na uwe mlinzi wetu,general_prose
kentrans_2835,eng_Latn,rag_Latn,Kigira kitabu yiki si keveyena tsipicha tsinyingi.,Kitabu hiki kitawafunza kwa sababu kina picha nyingi.,general_prose
kentrans_794,eng_Latn,rag_Latn,ldza mu mwoyo gwanje;,Alikuja moyoni mwangu;,general_prose
kentrans_3038,eng_Latn,rag_Latn,Guuga agulaa ligulugulu,Babu ananunua mbuni.,general_prose
kentrans_2692,eng_Latn,rag_Latn,Onzere wange ninze Lledi goo,"Onzere,ni mimi Lledi",general_prose
kentrans_1621,eng_Latn,rag_Latn,Navutswa yaamanya vulahi nnya Anakamuna akiri mwoyo.,Lakini alijua kwamba mamake Anakamuna angali hai.,general_prose
luhya_multi_364_en,eng_Latn,rag_Latn,"You have seen the depth of their vengeance, and all their evil plots against me.","60 Ive u Loli kisalya kyavo kyosi, na lisaavira lyavo lyosi Lya vasaviira ku inze.",Conversational
kentrans_442,eng_Latn,rag_Latn,34. Kutsia hanyangi eveeye nutula halukuzu.,Kwenda mahali pa sherehe baadaa ya kutoka palipo matanga,general_prose
kentrans_584,eng_Latn,rag_Latn,Lwene yilwo avandu zana vatigala avanifu nuvu yanzi.,"Pia, wahusika walibaki wakiwa safi na wenye furaha.",general_prose
luhya_multi_339_en,eng_Latn,rag_Latn,Our pursuers are at our necks.,5 avaku londerera vyaveye ku magoti getu.,Conversational
kentrans_233,eng_Latn,rag_Latn,Ivindu vilombe ivya Nyasaye yalomba vyasuvila ku liuva nilio liene vunyali.,Viumbe vyote alivyoviumba Mungu huamini jua ndilo lenye mamlaka.,general_prose
kentrans_479,eng_Latn,rag_Latn,Miyinzi jije jalange kolomba hukusambila.,Kazi yake ilikuwa kutengeneza mahali pa kuchomea.,general_prose
kentrans_1250,eng_Latn,rag_Latn,"Kwimbanga livulwa liyo, Ii landidza hoosi,","Twaimba ujio wake, twatangaza kote kote",general_prose
kentrans_620,eng_Latn,rag_Latn,Wa soma lugano Iwo Musala?,Ulisoma hadithi ya msalaba?,general_prose
kentrans_855,eng_Latn,rag_Latn,Ku la lola mmoni mwimwe;,Tutaona uso wake;,general_prose
kentrans_3677,eng_Latn,rag_Latn,22 Navutswa u kusuye ligali u veye nobutima bunene ku kwinye.,Isipokuwa umetukataa kabisa; Una hasira nyingi sana juu yetu.,general_prose
kentrans_2241,eng_Latn,rag_Latn,"Wakola vulahi niwiganira vwoni,",Yapendeza kwake ulitubu dhambi,general_prose
kentrans_195,eng_Latn,rag_Latn,Avalogooli valange namang'ana ne kindu KUVIDA/KUSALISA/NO KUSWAKILA mumiima javo.,Wamaragoli walikuwa na maneno ya KUTIBU/KUBARIKI NA KUTOA KAFARA katika mila zao.,general_prose
kentrans_705,eng_Latn,rag_Latn,Buyanzi bwavo mwigulu,Furaha yao mbinguni,general_prose
kentrans_3491,eng_Latn,rag_Latn,"Va viki lugukyi ku mitwe gyavo, viviki tsingubo tsya magunia mu virenge vyavo.","Wameweka vumbi juu ya vichwa vyao, Wamejivika miguuni nguo za magunia.",general_prose
kentrans_1996,eng_Latn,rag_Latn,Nuyanza unzingirizi.,Kwa mapenzi yako unikubali,general_prose
kentrans_1933,eng_Latn,rag_Latn,Ku yaga vikala halala ni vakalaga nuvulahi kwenyolere lyeta likuhambanyia.,Kwa hivyo waliketi pamoja na kuamua ni vizuri kujipatia jina la kuwaunganisha.,general_prose
kentrans_237,eng_Latn,rag_Latn,Ivindu vinyingi vikolekanga hasi he Liuva na Liuva nilyo Emoni ya Nyasaye kuvilombe vivye.,Vitu vingi hufanyikavyo chini ya Juan a Jua ndilo Jicho la Mungu kwa viumbe wake,general_prose
kentrans_1474,eng_Latn,rag_Latn,yenyaa yiite enzoka.,Anataka kuua nyoka.,general_prose
kentrans_149,eng_Latn,rag_Latn,Liva lio mwana na nyia w uvulahi novudamanu vutanganila munda.,Kuishi vizuri au vibaya kati ya mama na mtoto huanzia tumboni,general_prose
luhya_multi_11_en,eng_Latn,rag_Latn,Oh! That grandmother suffered and felt pain and more suffering,". O! Leka gave! Leka! Mukeere uyo yilduuda, niyigibula viguma, naakuba kivi naasaalira ligali.",Conversational
kentrans_3596,eng_Latn,rag_Latn,"2 Avana va Zioni avobuguli budinyu, Ava validzwa kulengana nethahabu isiyeku.","Wana w Sayuni ni wenye thamani, Walinganao na dhahabu safi.",general_prose
kentrans_2131,eng_Latn,rag_Latn,"Avamali kwogiza myoyo gyavo,",Waliojitakasa nyoyo zao,general_prose
kentrans_2624,eng_Latn,rag_Latn,Ni vakavola tsingano tsia manani vali vanyala kumaliritsa ne tsinyimbu ma vatsia kogona.,Utambaji wa hadithi ulimaliziwa na nyimbo na baadaye wanaenda kulala.,general_prose
kentrans_3281,eng_Latn,rag_Latn,17 Navutswa Sisera yiruka nevilenge va Nafitali na tsyavana va Zebuloni?,Lakini Sisera akakimbia kwa miguu ya Naftali na za watoto wa Zebuloni?,general_prose
kentrans_3182,eng_Latn,rag_Latn,Line liretaa vuveereri vunene muno mukivala,Jambo hili lilisababisha huzuni nyingi duniani,general_prose
kentrans_572,eng_Latn,rag_Latn,23. Mukali kukuba mundede yo musatsa.,23. Mke kupiga sehemu nyeti za mumewe.,general_prose
kentrans_1550,eng_Latn,rag_Latn,Gwamugiinga nigumuhira mmbulimu.,Jini likambeba likampeleka msituni.,general_prose
kentrans_3234,eng_Latn,rag_Latn,Egengere,Kengele,general_prose
kentrans_1326,eng_Latn,rag_Latn,Makuva malahi ga vayi va voola.,Ujumbe mzuri ya wachungaji,general_prose
kentrans_74,eng_Latn,rag_Latn,Kandi naveye umuyai siyombakilwa hamugitsi vulungi mba,Mvulana huyu hakujengewa kwa boma,general_prose
luhya_multi_376_sw,swh_Latn,rag_Latn,"Bwana ameitupilia mbali madhabahu yake, Amepachukia patakatifu pake.","7 Yahova ya ta ubwali bwibwe, kandi ya ta hatakatifu hehe.",Conversational
luhya_multi_116_en,eng_Latn,rag_Latn,Anyone who sleeps with an animal should be cursed.,"""Omundu yesi yesi okona ne esaang'i alaamwe.""",Conversational
kentrans_3254,eng_Latn,rag_Latn,Eng'ereng'ani niyaaguluka ula ola vulavu.,Nyota akianguka utaona mwangaza,general_prose
luhya_multi_288_en,eng_Latn,rag_Latn,Sleeping in your parents' bed when you are an adult.,31. Kogona muvogono vwa vivuli vovo noveeye mundu uduuki.,Conversational
kentrans_791,eng_Latn,rag_Latn,"Masahi gege ga rhonya,","Damu yake ilimwagika,",general_prose
kentrans_1447,eng_Latn,rag_Latn,Ling'ongoi Eng'ereng'ani eveeye igulu.,Ling’ong’oi nyota iko juu.,general_prose
luhya_multi_61_en,eng_Latn,rag_Latn,"We did what the Almighty of Moses told the people that, all the time our God promised us.","""Khwakhola niko Wele Omunyali Owa Musa aboolela babaandu ali, ""Siise Bioosi Wele wefwe akhulaka.",Conversational
kentrans_758,eng_Latn,rag_Latn,Wa va yanza voosi bei.,Anaye wapenda wote kikamilifu,general_prose
kentrans_1821,eng_Latn,rag_Latn,"Avakevwa vamenyanga halala, valitsanga halala vagendanga halala.","Waliotahiriwa waliishi pamoja, kula na kutembea pamoja.",general_prose
kentrans_4,eng_Latn,rag_Latn,Aki niwandetera ku?,Mbona hukuniletea?,general_prose
luhya_multi_4_sw,swh_Latn,rag_Latn,Indede waone watoto wasaidie na kile ambacho umepata x2,. Indede balole abana baeresiekho siria sia onyorere x2,Conversational
luhya_multi_207_en,eng_Latn,rag_Latn,"Zion spreads out her hands, but there is no one to comfort her.",17 Zioni a nyiranga makono hehe si ha veye Kali mlala u mu leminya mwoyo.,Conversational
kentrans_1539,eng_Latn,rag_Latn,Nimiyinziki jolugembe lukolaa?,Wembe unafanya kazi gani?,general_prose
kentrans_2404,eng_Latn,rag_Latn,Utandeka mu tsisoni,Usinitie katika aibu,general_prose
luhya_multi_270_en,eng_Latn,rag_Latn,"And let him sit alone and be silent, for the Lord has placed it upon him.",28 Yikale yengine nokukiringana kigira u Viki kuye inkuva yiyi.,Conversational
kentrans_3548,eng_Latn,rag_Latn,"20 Mwoyo gwange gu kidzulizanga yago, na gwinama mu inze.","Ninayakumbuka vyema, nayo nafsi yangu imezimia ndani yangu.",general_prose
kentrans_3456,eng_Latn,rag_Latn,Mwoyo gwange gu gwirani mu inze kigira nzebaaye nobululu.,Moyo wangu umegeuka ndani yangu; Maana nimeasi vibaya sana.,general_prose
kentrans_1878,eng_Latn,rag_Latn,Mwana ulwalanga uyu atsitsanga ku we Kegoli?,Mtoto huyu anayeitwa huwa anaenda kwa Kegoli?,general_prose
kentrans_2524,eng_Latn,rag_Latn,Tsing'ombe tsia baba tsigona nemikira ichova - Amabwoni Ngoboo!,"Ng,ombe za baba zinalala mkiwa zikiwa nje -Viazi vitamu",general_prose
luhya_multi_347_en,eng_Latn,rag_Latn,What I see brings sorrow to my soul because of all the women of my city.,"51 Imoni yange I hayahayidzanga mwoyo gwange, kigira avakana vosi velidala lyange.",Conversational
luhya_multi_110_sw,swh_Latn,rag_Latn,"Mtu alikuwa na mvulana anayesumbua asiyetii baba na mama yake, hata wakimrudi.","“Omundu aaba no omusoleeli onaania okharia paapa ne maawe tawe, akhaba ne bamukololosia.",Conversational
kentrans_3639,eng_Latn,rag_Latn,2 Miyandu gyetu gyi girunkannyiywi kutsya ku vageni.,Urithi wetu umegeuka kuwa mali ya wageni.,general_prose
kentrans_353,eng_Latn,rag_Latn,Imbutsa niyagota niyilana yilanila kuvigulu ma kandi Munyanza no mumilitu no muvivanda.,"Upepo ukipotea, urejeapo huanzia milimani na pia katika Ziwa au msituni au kwenye mabonde.",general_prose
kentrans_1659,eng_Latn,rag_Latn,"Muyayi wiiruka niye waali niyiiva, nayasuuviraa musakulu tsana yetegekaa kumulasa","Kijana aliyetoroka ndiye aliyekuwa ameiba, alithania kuwa Yule alitaka kumrusha",general_prose
kentrans_2132,eng_Latn,rag_Latn,Yavo valiva vatovole vu mwami.,Wlio wateule wa Mungu,general_prose
kentrans_3401,eng_Latn,rag_Latn,Virenge vivye.,Miguu yake,general_prose
kentrans_1138,eng_Latn,rag_Latn,"Mbeye no lwimbu mwoyo gwange,",Nina wimbo moyoni wmangu,general_prose
kentrans_2118,eng_Latn,rag_Latn,"Tsimbavasi tsia yahova Nyasaye,",Neema zaka Mungu Baba,general_prose
kentrans_2806,eng_Latn,rag_Latn,Omwana wa mama gona.,Mtoto wa mama lala.,general_prose
kentrans_2345,eng_Latn,rag_Latn,"A la loleka mu malesi,",Ajapo mawinguni,general_prose
kentrans_55,eng_Latn,rag_Latn,Baba ni Baba wovo uwakwivula ligali naho (Dada) Mama (m'maa) Uyu ni mama wovo uwageligali uwakwivula Senge Uyu ni Mbotso Baba wovo.,Baba ni baba yako aliyekuzaa kabisaa ama ( Baba)Mama(m'maa) huyu ni mama yako Wa kweli aliyekuzaa naye shangazi ni dada ya baba yako.,general_prose
kentrans_43,eng_Latn,rag_Latn,Ndavugura uvuyaro wa ndeda,Nitawashtaki kwa Ndeda,general_prose
luhya_multi_100_sw,swh_Latn,rag_Latn,"Jinsi mlivyokuwa watu elfu mia moja hamsini na watu wengine wa kwa mlima wa Sinai mungu mweza wa vyote,mungu wetu alituambia kuwa mmeishi muda mrefu kwa mlima.","“Nga ne mwabeele be babaandu eelefu emia ndala kamakhumi karano ne babaandu babaandi be a sikulu sia Sinai Wele Omunyali Owa babaandu, Wele wefwe akhuboolela efwe 'Mwamenyile siise sileeyi a sikulu.",Conversational
kentrans_1257,eng_Latn,rag_Latn,Nyee mwimba aveve mwidzominye Yesu,Mungu wa waunguMwanga wa mianga,general_prose
kentrans_1744,eng_Latn,rag_Latn,"Iyavanga kidivu chayo numunwa mu tsimbangaywa tslevigulu nokuluginga Iwo mugera munene, inyanza naho kuumbalabala.","Huchimba shimo lake kwa kutumia kidona na kwato za juu kando ya mto mkubwa, ziwa ama kwenye barabara",general_prose
luhya_multi_142_sw,swh_Latn,rag_Latn,Twaomba kwako Oh Bethlehemu,"0, Mwana wa Bethelehemu ku saala ku lve;",Conversational
kentrans_3666,eng_Latn,rag_Latn,O bayaye ku kwinye! kigira ku koli ubwoni.,Ole wetu! Kwa kuwa tumetenda dhambi.,general_prose
kentrans_2760,eng_Latn,rag_Latn,MAONDO GA ANZEEZE,MALENGE YA ANZEEZE,general_prose
kentrans_2749,eng_Latn,rag_Latn,Vayayii woo!,Ni shangwe tele.,general_prose
kentrans_485,eng_Latn,rag_Latn,Yakolanga tsingulu kuduuka m’mbiri gwosi guhia zere.,Alifanya bidii ili kuhakikisha mwili wote umeungua wote.,general_prose
