id,src_lang,tgt_lang,source_text,target_text,domain
kentrans_1699_swh,swh_Latn,rag_Latn,Mienendo yake ilifanya apakwe mafuta na kutawazwa kuwa kiongozi.,Miima jilje jaagira naavakwa maguta alavikwi mwami.,general_prose
kentrans_3068_swh,swh_Latn,rag_Latn,wale ni watoto wakarimu.,Vala navaana vahaani,general_prose
luhya_multi_264_multi_swh,swh_Latn,rag_Latn,mungu mweza wa vyote atafanya kila mara mtakuwa juu ya mbari zingine.,"25""Wele Omunyali Owa Bioosi alakhola buli lwosi mulaba angaaki we chikholo chichiindi.",Conversational
kentrans_817_swh,swh_Latn,rag_Latn,Kusafisha vyote visivyo laini.,Kwogidzwa vyosi vi ta li vilungi.,general_prose
kentrans_558_swh,swh_Latn,rag_Latn,11. Mwanaume kufagia nyumba wakati mukewe yuko.,11. Musatsa kweya munyumba mukali weve naveeyeho. !,general_prose
kentrans_782_swh,swh_Latn,rag_Latn,Na watu wengine wote,Na vandu vandi voosi,general_prose
kentrans_986_swh,swh_Latn,rag_Latn,Ni nani anayekuona?,Ni wi u lolanga ive?,general_prose
kentrans_1511_swh,swh_Latn,rag_Latn,"Damu ikishachoka baada ya kuzunguka mwilini, hurudi katika moyo.",Masahi galuhi girananga kandi mumwoyo.,general_prose
kentrans_3636_swh,swh_Latn,rag_Latn,"Uovu wako umetimia, Eee binti Sayuni, hatakuhamisha tena.","22 Lihebwa mageli lyo budamano bubwo bu duki, O mukana wa Zioni si alakuhila Kandi mulyadikidzwa.",general_prose
kentrans_2806_swh,swh_Latn,rag_Latn,Mtoto wa mama lala.,Omwana wa mama gona.,general_prose
kentrans_185_swh,swh_Latn,rag_Latn,Avayanza mtoto wa Vagavo,A- Vayanza – Vagavo,general_prose
kentrans_2028_swh,swh_Latn,rag_Latn,Msalabani yesu alisulubiwa,Kumsalaba Yesu yavambwax2,general_prose
kentrans_315_swh,swh_Latn,rag_Latn,"Ilhali uwezo wa mwanaume wa kuzalisha huwa wa muda mrefu hapa duniani wa miaka na mikaka,kama anapata vyakula vizuri vya kuongeza nguvu na damu","Na mundu musatsa siamala vwangu kulilova mba kuduka mihiga ne mihiga, niiva alitsa vyokulia vilahi ivi mu meda tsinguiu na masahi.",general_prose
kentrans_1553_swh,swh_Latn,rag_Latn,Naye jini akapasuka tumbo.,Nagwo gwamanya nigwadika inda yagwo.,general_prose
kentrans_1142_swh,swh_Latn,rag_Latn,Moyo wangu hufurahia mno,"Mwoyo gwange guyanzi muno,",general_prose
kentrans_1386_swh,swh_Latn,rag_Latn,Jina lake litukudzwe,"Nzidzominyanga lyeta Iilye,",general_prose
kentrans_718_swh,swh_Latn,rag_Latn,"Ukiitwa leo, utafanya nini?","U langangwa lero, u la khola shi?",general_prose
kentrans_347_swh,swh_Latn,rag_Latn,Tena walikuwa wakiangalia jinsi jua lilikuwa lilichomoza kutoka mashariki asubuhi na mapema ili waone likiwa limechomoza vizuri ndiposa wafanye matambiko yao na ndipo wajue kwamba matambiko yao yatabarikiwa.,Makandi vahenza kuli LIUVA nilitula ivugwe kale mugamba zuri ku nivaloli iliuva lituli vulahi ililavu zeeree kuli likonza kuvakola miluka javo ma vamanya miluka javo jilagasitswa.,general_prose
kentrans_1666_swh,swh_Latn,rag_Latn,Kwa nini aliwaita ?,3. Kigiraki yavalanga?,general_prose
luhya_multi_124_multi_swh,swh_Latn,rag_Latn,"Hakuna ukoo nyingine hata kama una nguvu nyingi huwasha moto kwa mlima wa Sinai,ulio na mungu hamkuwahi ona sanamu yoyote.","""Se eliio ekholo ekiindi yakhaba ne eli ye kamaani kamakali rira mu mulilo khu sikulu sia Sinai, eli ne wele ooli mwabonakho efwaani yosi yosi tawe.",Conversational
kentrans_3474_swh,swh_Latn,rag_Latn,Katika hema ya binti Sayuni Amemimina kani yake kama moto.,Mu lihema lyomukana was Zioni u tsuki ubutima bwibwe kuli muliru.,general_prose
kentrans_1978_swh,swh_Latn,rag_Latn,"Ukoo uliotoa wengi ,ndio unaorudi nyumbani na ushindi .","Losoma lwa tuulanga avingi, yilwo lwirananga yengo no lusuma lwe liguyta.",general_prose
kentrans_2591_swh,swh_Latn,rag_Latn,Ananipanguza kwa chuma -sindano,Kimbiha mu vivya - Isindani,general_prose
kentrans_931_swh,swh_Latn,rag_Latn,Nataka utubu,Nyenyanga wiganire,general_prose
kentrans_3600_swh,swh_Latn,rag_Latn,Ulimi wa mtoto anyonyaye wagandamana na kaakaa lake kwa sababu ya kiu.,4 Lulimi lwendanya i nunanga lu handirani mu kikalakula kigira ubuluhu.,general_prose
kentrans_3328_swh,swh_Latn,rag_Latn,Za kando hiyo,1 tsya haluvega.,general_prose
kentrans_171_swh,swh_Latn,rag_Latn,Ndoto ya Yusufu ilionyesha ya kuwa babake Yakobo ni jua na mamake ni mwezi na nduguze Yusufu ni nyota.,Amaloto ga Yosefa gamanyia ndi baba weve Yakobo ni liuva na mama nu mweli na avamwavo Yosefu ne tsingerengani,general_prose
kentrans_180_swh,swh_Latn,rag_Latn,Maneno yenyewe ni haya,Amangana gene ni yaga ndi,general_prose
kentrans_636_swh,swh_Latn,rag_Latn,Ulisoma jinsi alivyoangalia hapo?,Wa soma kuli ya henza yaho?,general_prose
kentrans_2481_swh,swh_Latn,rag_Latn,Tunang’a kama nmalaika,Kungereng”ana kuli tsingelosi,general_prose
kentrans_1603_swh,swh_Latn,rag_Latn,Hapo hapo wakaambiana la kufanya.,Aheene yaho vavoolerana kuli vakola.,general_prose
kentrans_3314_swh,swh_Latn,rag_Latn,4 Bwana ulipotoka katika Seiru yako wewe mtoto wa Abinoam. unapotembea kutoka kwa shamba,"4 Yahova, Iwa ive u twula mu Seiru ,lilyo , umwana wa Abinoam.Lwa u genda kutwula mu mulimi 13 Hene yahoo iya sulunguta litigala",general_prose
kentrans_874_swh,swh_Latn,rag_Latn,Ni nani anayengoja mbingu?,Wina u linda Mwigulu nunu?,general_prose
kentrans_2323_swh,swh_Latn,rag_Latn,Watu hawatazikwa,"Avandu si va tebwa yo,",general_prose
kentrans_2262_swh,swh_Latn,rag_Latn,Tupende kutenda mema,"Kalunu kwigi likora uvulungi,",general_prose
kentrans_27_swh,swh_Latn,rag_Latn,Wa Mmbo,A mmbo,general_prose
kentrans_1979_swh,swh_Latn,rag_Latn,Wanarudi kila siku jioni hadi vile siku ya jua itakapo isha.,Virananga sia mugolova kuduka madiku go mabasu gafwa.,general_prose
kentrans_1915_swh,swh_Latn,rag_Latn,watu wote waovu wangehepa kuvuka hio zizi.,Avandu vadamanu vevenderanga havundu yaha.,general_prose
kentrans_705_swh,swh_Latn,rag_Latn,Furaha yao mbinguni,Buyanzi bwavo mwigulu,general_prose
kentrans_33_swh,swh_Latn,rag_Latn,Alikwenda kushtaki kwa Chogo,Nadya kuvuyaro wi chogo,general_prose
kentrans_71_swh,swh_Latn,rag_Latn,Babu huyu aliyemchukua msichana yatima alikuwa kama mfungwa (alimchukulia yatima huyu kama wakena hawangeoana),Guga uyu waleta umukana wewe Mtugwa uyu umbisandu (uvula avivuli dangwa kuli mwana wovo na som vakana vovo anaho muletane mba.,general_prose
kentrans_323_swh,swh_Latn,rag_Latn,Hali ya anga ikibadilika kutoka upande wa ziwa hadi milimani basi mvua itanyesha.,Amalesi go kwigulu gosi gilana Munyanza no kuvigulu no mumilitu umanye imbula ilakuba.,general_prose
kentrans_3034_swh,swh_Latn,rag_Latn,Analilia kipaza sauti.,Aliriraa lirere,general_prose
kentrans_3561_swh,swh_Latn,rag_Latn,Kwa maana hapendi kuwaletea mateso au huzuni watoto wa wanadamu.,"33 Kigira si a VA vikanga mu kivi, Kinga kuvereridza avana VA vandu nomwoyo gwobuyanzi.",general_prose
kentrans_1119_swh,swh_Latn,rag_Latn,"Nimeona vitu safi, Zaidi kushinda vyote, njoni nyote tusadiki","NdoIi vindu vyobugasu Vyavitanga vya nda lola Hambi, m’lole vindu zana",general_prose
kentrans_52_swh,swh_Latn,rag_Latn,kilembekeza chako kikazaa_kilembwe kilembekezwa,Kesoni Chicho chivula kizienzie.,general_prose
kentrans_1472_swh,swh_Latn,rag_Latn,Nyoka wa tumboni ni mbaya Zaidi.,Enzoka yumunda eueeye indamanu.,general_prose
kentrans_431_swh,swh_Latn,rag_Latn,Somo la wazee linalojulikana siku hizi kama gumbaru lilivuma hapo zamani.,Lisoma lya valanganga madiku gano ngumbaru inyinga zana yeyo yirwo lwa lyali ne tsingulu,general_prose
kentrans_2728_swh,swh_Latn,rag_Latn,Aina nyingine ya maharagwe ilipikwa hivyo bila kuondoa ganda lake.,Majira vakovola ku magodo.,general_prose
kentrans_1769_swh,swh_Latn,rag_Latn,Kutolewa huku ilikuwa kama ishara ya kumruhusu aliyejifungua kutoka kwa nyumba na kutembea nje kama watu wengine,Litulitsa lyali ligali kuhaana munwa uwivula atule mu nyumba agende ichova kuli avandu vandi.,general_prose
kentrans_3414_swh,swh_Latn,rag_Latn,"Wanawali wake wamehuzunishwa sana, naye mwenyewe yuko katika maumivu.","Avakana vagima veve va verereridzeywi, na mwene a veye mulitsunwa.",general_prose
kentrans_1128_swh,swh_Latn,rag_Latn,"Twakushukuru wewe, Mungu Mtakatifu","Ku santidzanga lve, Nyasaye wobukumi:",general_prose
kentrans_555_swh,swh_Latn,rag_Latn,"Kumcheka mtu mzee, bibi au mtu mgonjwa au aliye na kovu.","8. Koseka musakulu, mukeere naho mundu walwala naho we li gonzo.",general_prose
kentrans_145_swh,swh_Latn,rag_Latn,"Mtoto akiwa tumboni mwa mama yake ,alikuwa akisumbua mle tumboni mwa mama yake sana","Umwana naveye muinda ya mama weve, vanyanganitsanga muinda ya mama wewe ligali.",general_prose
kentrans_1878_swh,swh_Latn,rag_Latn,Mtoto huyu anayeitwa huwa anaenda kwa Kegoli?,Mwana ulwalanga uyu atsitsanga ku we Kegoli?,general_prose
kentrans_3427_swh,swh_Latn,rag_Latn,"Adui ametia mikono juu ya hazina zake zote,",10 Mudamdidzi u nyiye mukono gigwe ku vindu vivye vyosi vyokuyanzidza.,general_prose
kentrans_197_swh,swh_Latn,rag_Latn,KUPAKWA DAWA,KUVIDA,general_prose
kentrans_1729_swh,swh_Latn,rag_Latn,Tena ni yule mwindaji makini anayeweza kupenya msituni na kuchunguza mapito yake ndiye awezaye mumuua kinywere.,Kandi mundu unyala kwinywereritsa mmbulimu nokuhenzeritsa mwakivitira yie unyala kukiita.,general_prose
kentrans_821_swh,swh_Latn,rag_Latn,Kusafisha vyote visivyo laini.,Kwogidzwa vyosi vitali vilungi.,general_prose
kentrans_3022_swh,swh_Latn,rag_Latn,Anafagia hii yako,Yeyaa iyoyo yiyi,general_prose
kentrans_3035_swh,swh_Latn,rag_Latn,Wanaona baadhi ya sehemu za dunia.,Vaalola vivala virala,general_prose
kentrans_773_swh,swh_Latn,rag_Latn,Yesu anipendaye ndiye aliyekufa,Yesu u nyanza niye yafwa,general_prose
kentrans_415_swh,swh_Latn,rag_Latn,Katika karne ya ishirini kati ya 1920 na 1930 wamishonari pamoja na serikali ilihitaji watoto wasome lakini ilikuwa vigumu kuwapata watoto ambao wangesoma.,"Mu mihiga ja sirini, kovole hagati ha 1920 na 1930 lwa vamission na serikali venya avana vasome vwali vudinyu konyola avana vanyala kutsia kusoma",general_prose
kentrans_1484_swh,swh_Latn,rag_Latn,1 Kidevu,Kederu,general_prose
kentrans_948_swh,swh_Latn,rag_Latn,Nami nina ukweli,"Na inze ndi noburhugi pei,",general_prose
kentrans_2436_swh,swh_Latn,rag_Latn,Shukuru Mungu kwa kila kitu,Usandize Yahova ku vindu vyosi,general_prose
kentrans_3550_swh,swh_Latn,rag_Latn,"Kwa sababu ya upendo mkuu wa Bwana, hatuangamii, kwa kuwa huruma zake hazikomi kamwe.","22 Ga veye KU tsimbavasi tsya Yahova tsi kiranga Ni KU vula kuheridzwa, kigira tsimbavasi tsitsye si tsi gehanga mba.",general_prose
kentrans_2771_swh,swh_Latn,rag_Latn,Lala toto lala.,Ndoolo!mbombera umwana,general_prose
luhya_multi_140_multi_swh,swh_Latn,rag_Latn,(Ninajua kwamba mumefuga ng'ombe.,(manyile ndi muli ne chikhaafu),Conversational
kentrans_1863_swh,swh_Latn,rag_Latn,Msichana alipoona kuwa wakati wa kuwekwa alama mwilini umewadia alikuwa akichukua wimbi kwenye kijikapu na kumpelekea anayefanya kazi hiyo.,Mukana lwa yadukanga ma alola gadukana asaatwe tsisaate yavugulanga otolo mu kakunge ahirira musaati kuli ifisi.,general_prose
kentrans_3326_swh,swh_Latn,rag_Latn,15 Na wakuu wa Isakari walikuwa pamoja na vikuu kuchukuwa watu,"15 Avanene va iskari va li halala na tsinene tsya li bugura avandu,",general_prose
kentrans_3285_swh,swh_Latn,rag_Latn,Na yeye alibadilika akakosa kuenda naye mmi sitaenda.Aliingia kwake kwa hema.Akafagia ndani .Naye akasema ukweli mimi ntaendapamoja nawe,"Naye ya girunkana ni vula kutsia ninze, inze si ndatsia mba.yingira ahehe mu lihema,naye ya mu, naye ya mu.",general_prose
kentrans_3581_swh,swh_Latn,rag_Latn,Walijaribu kukomesha maisha yangu ndani ya shimo na kunitupia mawe,"53 VA twulizi livamwoyo lyange mu inyumba ya hasi ligali, va teye ligina ku inze.",general_prose
kentrans_3627_swh,swh_Latn,rag_Latn,Katika kungoja kwetu tumengojea taifa lisiloweza kutuokoa.,Mu lilindirira lyetu kulindiranga ihiri I ta nyala kuhonya.,general_prose
kentrans_3246_swh,swh_Latn,rag_Latn,"Ikiangalia juu wakati wa giza, utajikwaa mguu.",Niwumika yigulu mukisundi uliiduya kerenge.,general_prose
kentrans_2967_swh,swh_Latn,rag_Latn,Yule Abaabu anaona tanki.,Abaabu ula alolaa libiiba.,general_prose
kentrans_1100_swh,swh_Latn,rag_Latn,Yesu Kristo tTupate kuokolewa,"U Mwana wowo, va ta kudza mba,",general_prose
kentrans_3092_swh,swh_Latn,rag_Latn,Mama anapika maduma vugila maganda.,Mama adekaa makaaya,general_prose
kentrans_271_swh,swh_Latn,rag_Latn,Tena nyota juu angani inaweza kujiua yenyewe na ianguke chini jinsi ilivyo kwa mtoto aliyetoka tumboni mwa aliyejiua.,Kandi Eng’erengani yo kwigulu inyala kwiyita iyene igwa hasi kuli umwana utuli mu umundu wiyiti.,general_prose
kentrans_140_swh,swh_Latn,rag_Latn,kwa hiyo nimerudi huku muangalia mtakapo nituma tena,Ku nzilani yinu mulole uwamunduma kandi.,general_prose
kentrans_2095_swh,swh_Latn,rag_Latn,Tumekuwa maadui na Mungu,Kumali kuva vasigu va Nyasaye.,general_prose
luhya_multi_113_multi_swh,swh_Latn,rag_Latn,"Mtu akiwa na mke ambaye amemuoa hivi karibuni, kisha wewe upatikane kuwa unaenda vita ama unafanya kazi wewe ni muovu.","""Omundu ne ali no mukhasi omwea, mala ewe onyoolekhe khuuba khocha mwiie, namwe akhole kimilimo oli omumayaanu.",Conversational
kentrans_701_swh,swh_Latn,rag_Latn,Malazi yake mbinguni,Bugono bwibwe mwigulu,general_prose
kentrans_3000_swh,swh_Latn,rag_Latn,Uliiba,Wiva,general_prose
kentrans_3616_swh,swh_Latn,rag_Latn,Wafalme wa dunia hawakusadiki wala wote wakaao duniani.,12 Avami velirova si va suuvira Kinga vosi ava menyanga mu lirova.,general_prose
kentrans_2869_swh,swh_Latn,rag_Latn,Ukiwa kama Andimi unadhani nini kuhusu hii maoni yah ii kamati mpya?,Miyinzi je kamiti mbia nayive noveye Andimi iligina ovoola ndi,general_prose
kentrans_292_swh,swh_Latn,rag_Latn,Milima ina sababu kuu kabisa kwa watu wa dunia hiyo.,Ivigulu viveye ne kivuni ekenene ligali kuvandu vekivala yikyo.,general_prose
kentrans_1291_swh,swh_Latn,rag_Latn,"Kucha nyama zao,","Voosi ni vikaye,",general_prose
kentrans_1809_swh,swh_Latn,rag_Latn,Wavulana walikuwa na umri wa miaka 16 hadi 25 walipokuwa wakipashwa tohara.,Mu mihiga jene yigi avayai valange kutula ku mihiga 16 kuduka mihiga 25.,general_prose
kentrans_623_swh,swh_Latn,rag_Latn,Na damu yake,Naa masahi gege.,general_prose
kentrans_230_swh,swh_Latn,rag_Latn,"JUA, MWEZI, NYOTA","LIUVA, MWELI, TSING’ERENG’ANI",general_prose
kentrans_2681_swh,swh_Latn,rag_Latn,Ni mimi Lledi,Haa ninze Lledi.,general_prose
kentrans_1459_swh,swh_Latn,rag_Latn,Wadudu hawa huwinda nzige.,Amang'ong'oi yaga gahimanga madeede.,general_prose
kentrans_1200_swh,swh_Latn,rag_Latn,Kuosha dhambi zote,Ku twulidza bwosi,general_prose
kentrans_411_swh,swh_Latn,rag_Latn,EWE MWANAUME WEWE NI MWANGAZA WA NCHI KAMA VILE JUA NAWE MWANAMKE KWA USAIDIZI WAKO MWANAUME KAMA MBALAMWEZI,YIIVI MUNDU MUSATSA OVE VULAVU VWELILOVA KULI ILIUVA NA IVE MUNDU MKALI UDINYE KOVOKONYI VUVWO KU MUNDU MUSATSA KULI UMWELI.,general_prose
kentrans_204_swh,swh_Latn,rag_Latn,Akipita vizuri walikuwa wakimpa kopo la kutekelezea kazi ya kupaka dawa na pia kutangaza kuwa LEO HUYU NDIYE ANAYEFAA KUTIBU.,Naviti vulahi mavamuha ikisanda kyukuvida makandi valanditsa ndi UYU NIYE KALUNU ADUKANA AVIDI.,general_prose
kentrans_3471_swh,swh_Latn,rag_Latn,"Naye amemteketeza Yakobo kama moto uwakao, Ulao pande zote.","U sambi yakobo kuli muliru hi dedimanga , u gu sambanga tsimbenga tsyosi.",general_prose
kentrans_3320_swh,swh_Latn,rag_Latn,Pa watu wako; Bwana Mungu wa Israeli,"Ha vandu vovo; Yahova, Nyasaye wa Israeli",general_prose
kentrans_626_swh,swh_Latn,rag_Latn,Rehema zilikuwa nyingi,Tsimbabasi tya li tsinyingi,general_prose
kentrans_135_swh,swh_Latn,rag_Latn,"Yule mtoto vilevile afuanane sura , tabia na mienendo kama ya yule mtu aliyempa jina hilo","Kandi mwana mwene uyu yenya avuguli kuligondo, ne miima, ne vindu vyo mundu wamulanga ilieta yili.",general_prose
kentrans_53_swh,swh_Latn,rag_Latn,Na kilembwe kilembekezwa chako kikazaa kilembwe kilembwe kilembekezwa,Na kizienzzie chicho chivula kifudula moni.,general_prose
kentrans_507_swh,swh_Latn,rag_Latn,Siku ifuatayo ilikuwa ya kunyoa nywele.,Lidiku lialondangaku liali liokutulitsa amasu.,general_prose
kentrans_1259_swh,swh_Latn,rag_Latn,"Mungu wa kweli, wala si kiumbe",Mu he bukumi. a veeye Nyasaye.,general_prose
kentrans_968_swh,swh_Latn,rag_Latn,Zlikuwa dhambi zangu,Gwa li bwoni bwange.,general_prose
kentrans_2324_swh,swh_Latn,rag_Latn,Tutaishi pamoja naye,"Ku la hindira yaho naye,",general_prose
kentrans_545_swh,swh_Latn,rag_Latn,Nyingine ilikuwa kufundisha.,Ni jindi jaliho kwigitsa.,general_prose
kentrans_3571_swh,swh_Latn,rag_Latn,Umejifunika mwenyewe kwa hasira na kutufuatilia; umetuchinja bila huruma.,"43 U kuniki nobutima bubwo nokulonderera, wiiti, si u veye netsimbavasi.",general_prose
kentrans_602_swh,swh_Latn,rag_Latn,Amekuja kuponya,Ya kudza kuhonnya.,general_prose
kentrans_2916_swh,swh_Latn,rag_Latn,Alitengeneza ulimb o wake vizuri akaweka kwenye mkebe,Yalomba vulimbo vwiruvwe vulahi rarike mumukobo,general_prose
kentrans_1684_swh,swh_Latn,rag_Latn,Daudi aliwapata wakijipanga kukabiliana na adui wao.,Daudi yavanyoola nivasetaa avasigu vaavo,general_prose
kentrans_872_swh,swh_Latn,rag_Latn,Ni nani aliyeshinda kifo?,Wina ya guuta likudza lyosi?,general_prose
kentrans_2988_swh,swh_Latn,rag_Latn,Baadhi yao wanasema sinia.,Avalala valola luderu.,general_prose
kentrans_3631_swh,swh_Latn,rag_Latn,Walitufuatia milimani na walituotea jangwani.,Vakukunga ku vigulu na va ku goneka mwigendanyama.,general_prose
kentrans_1237_swh,swh_Latn,rag_Latn,"Juu mbinguni, wote wanafurahia","Igulu mu ubwerefu, Voosi va yanzanga,",general_prose
kentrans_629_swh,swh_Latn,rag_Latn,Walimvisha Yesu!,Va mu vika Yesu!,general_prose
kentrans_906_swh,swh_Latn,rag_Latn,Ili nisiteseke:,Inze ni nta diva mba:,general_prose
kentrans_2149_swh,swh_Latn,rag_Latn,Ila baadhi yetu tumemuasi,Navuza valala vamali kwebala kuye.,general_prose
kentrans_1758_swh,swh_Latn,rag_Latn,Sikwamba anaumwa na meno bali ni mtoto anataka njia ya kutokea kutoka tumboni alimokuwa akiishi miezi zote tisa,Si gaali alumangwa na mino dave navutswa umwana yenyanga inzira yatulira munda mwayamenyanga imyeri josi tisa.,general_prose
kentrans_716_swh,swh_Latn,rag_Latn,Ukiitwa leo,Iye u langwa nunu,general_prose
kentrans_77_swh,swh_Latn,rag_Latn,Mtu katili ni Yule aliye na ubishi,MunduMlumidi uyu no mundu wa makano gege,general_prose
kentrans_2008_swh,swh_Latn,rag_Latn,Nimemaliza yangu duniani,Inze maliye gange mulilova x2,general_prose
kentrans_212_swh,swh_Latn,rag_Latn,ANAYEBARIKI,MUSAALISI,general_prose
kentrans_18_swh,swh_Latn,rag_Latn,Wa Gwenge,A gwegwe,general_prose
kentrans_3261_swh,swh_Latn,rag_Latn,"Keshoe asubuhi na mapema, mototo akaamuka mwenye njaa naye akaenda zake mwituni kutafuta chukula.","Lwa vwacha mugamba mavwevwe, umwana yavuka ne inzala natsia kwenya vyokulia mumulitu.",general_prose
kentrans_2326_swh,swh_Latn,rag_Latn,Hakuna hata mmoja ataisha,"Mundu si a la ka kunguhe,",general_prose
kentrans_2651_swh,swh_Latn,rag_Latn,Nitakutingiza.,Mangusanguse,general_prose
kentrans_3461_swh,swh_Latn,rag_Latn,Huo uovu wao wote na uje mbele zako wewe.,22 Ubudamano bwavo bwosi budze imbiri wowo.,general_prose
kentrans_3472_swh,swh_Latn,rag_Latn,"Ameupinda upinde wake kama adui, Amesimama na mkono wake wa kuume kama mtesi.","4 U nyiye ubuta bwibwe kuli musigu, u singiye nomukono gwigwe mulungi kuli Mudamdidzi.",general_prose
kentrans_618_swh,swh_Latn,rag_Latn,Kuingia mbinguni,Kwingira mwigulu.,general_prose
kentrans_403_swh,swh_Latn,rag_Latn,”UMEAMBULIA UJAUZITO WA KYUMU”vilevile mbalamwezi huwa na damu yake na ni”MVUA” MVUA huchoma mbalamwezi na kusafisha mwezi na kufanya mwezi kunenepa,"""UHELIDZI INDA YE KYUMU” Kandi umweli goveye na masahi gagwo gagutsitsa mu nago ni “IMBULA” IMBULA etsoma umweli kandi ilavitsa umweli kandi ekomelitsa umweli.",general_prose
kentrans_1283_swh,swh_Latn,rag_Latn,"Kuharibu dhambi, kuharibu dhambi","Voosi va msuuvira, Voosi va msiluvira",general_prose
kentrans_3301_swh,swh_Latn,rag_Latn,"24 Basi hivyo Mungu akamshinda Baraka, inuka maana siku hii Yabin Bwana wa Kanani mbele ya Mungu umueke Sisera kwa mkono watoto wa Israeli ili sik hiyo Mungu hakuenda mbele","23 kunangwa Nyasaye ya guuta Baraka, Vuka ;kigira ku lidiku yili Jabin mwami wa Kanani imbiri wa Yahova u viki Sisera mmukono avana va Israeli ku lidiku yilyo, gugwo;Yahova si ya tsia imbiri |24 Na mukono gwavana va Israeli",general_prose
kentrans_2332_swh,swh_Latn,rag_Latn,Upendo wa Bwana Yesu,"Ubuyanzi bwo Mwami Yesu,",general_prose
kentrans_1635_swh,swh_Latn,rag_Latn,"Alipohisi anaungua, aliteremka chini haaraka na kukimbia mtoni.",Lwayaahulira naahitsanga yiika hasi vwangu naanyagula mukivanda.,general_prose
kentrans_2779_swh,swh_Latn,rag_Latn,Mtoto apewe viazi vilivyochomwa,"Libwoni sambe,kohe mwana",general_prose
kentrans_2969_swh,swh_Latn,rag_Latn,Libaabu anaona baba,Libaabu alola baba,general_prose
kentrans_2597_swh,swh_Latn,rag_Latn,Nina mzungu wangu anavalia koti nyeusi na tai nyeupe Tai,Mbeye no musungu wange yayivikalikoti limwamu ne itayi indavu - Lijikolo,general_prose
kentrans_1016_swh,swh_Latn,rag_Latn,Msalabani alitufia,Ku musalaba gwa ya kukudzira,general_prose
kentrans_1551_swh,swh_Latn,rag_Latn,Jini alikuwa mnene kwelikweli,Gwali ugukomeru muno.,general_prose
kentrans_359_swh,swh_Latn,rag_Latn,watu walio endesha ndege walikanywa dhidi ya kupita katikati ya milima ya VOLKANO,Avandu vahila tsindege vagaywa Endege kuvitila kuvigulu hagati ekeveye ku na VOLCANO.,general_prose
kentrans_193_swh,swh_Latn,rag_Latn,"Wajue mila za kina msichana, maanake mila zikiwepo mbaya pia watoto wakizaliwa miongoni mwao wabaya huleta uharibifu.","vamanye imiima janga umukana, kase miima nijiveeye yo imivi kandi avana i vulwa mu valala vavi ma ilieta lyoneka.",general_prose
kentrans_2633_swh,swh_Latn,rag_Latn,Vitu vyote vinapatikana ulimwenguni.,Vindu vyosi vidiiranga ku lirova,general_prose
kentrans_2344_swh,swh_Latn,rag_Latn,Nyakati ya Bwana Yesu,"Etsinyinga tsyo Mwami Yesu,",general_prose
kentrans_969_swh,swh_Latn,rag_Latn,Nakuamini,Nda suuvira ive,general_prose
